p,c,bc,keo,norm_entropy,energy
0,1,-1,-0.73,0.6983459549267987,0.28281788418939274
0,1,1,-0.72,-0.37126722326501643,-0.7677438767574771
0,1,-1,-0.72,0.6942457494497053,0.28550408206034295
0,1,1,-0.71,-0.3602188121850524,-0.7638962014684442
0,1,-1,-0.71,0.6901066828589225,0.2882017641141136
0,1,1,-0.7,-0.34922587314418374,-0.7600537539440795
0,1,-1,-0.7,0.6859285891466085,0.2909108749719389
0,1,1,-0.69,-0.33828833051097795,-0.7562165640032369
0,1,-1,-0.69,0.6817113030906145,0.2936313592074349
0,1,1,-0.68,-0.32740610822251226,-0.7523846616500193
0,1,-1,-0.68,0.6774546602550809,0.29636316135583723
0,1,1,-0.67,-0.3165791297816938,-0.7485580770747359
0,1,-1,-0.67,0.6731584969909102,0.2991062259230463
0,1,1,-0.66,-0.3058073182545659,-0.7447368406548568
0,1,-1,-0.66,0.668822650436114,0.3018604973944736
0,1,1,-0.65,-0.295090596267598,-0.740920982955963
0,1,-1,-0.65,0.6644469585160413,0.3046259202436969
0,1,1,-0.64,-0.28442888600496646,-0.7371105347326954
0,1,-1,-0.64,0.6600312599434893,0.30740243894092384
0,1,1,-0.63,-0.2738221092058166,-0.7333055269296979
0,1,-1,-0.63,0.655575394218699,0.3101899979612657
0,1,1,-0.62,-0.26327018716151596,-0.7295059906825588
0,1,-1,-0.62,0.65107920162924,0.3129885417928239
0,1,1,-0.61,-0.2527730407128892,-0.7257119573187469
0,1,-1,-0.61,0.6465425232497825,0.3157980149445918
0,1,1,-0.6,-0.2423305902474444,-0.7219234583585434
0,1,-1,-0.6,0.6419652009417678,0.31861836195417176
0,1,1,-0.59,-0.23194275569658265,-0.7181405255159687
0,1,-1,-0.59,0.6373470773529715,0.321449527395312
0,1,1,-0.58,-0.2216094565327941,-0.7143631906997056
0,1,-1,-0.58,0.6326879959169649,0.32429145588526387
0,1,1,-0.57,-0.2113306117668436,-0.7105914860140151
0,1,-1,-0.57,0.6279878008524801,0.32714409209196177
0,1,1,-0.56,-0.20110613994494003,-0.7068254437596483
0,1,-1,-0.56,0.6232463371626761,0.3300073807410284
0,1,1,-0.55,-0.19093595914589487,-0.7030650964347502
0,1,-1,-0.55,0.6184634506343121,0.3328812666226072
0,1,1,-0.54,-0.1808199869782647,-0.6993104767357604
0,1,-1,-0.54,0.613638987836831,0.33576569459802363
0,1,1,-0.53,-0.1707581405774857,-0.6955616175583027
0,1,-1,-0.53,0.6087727961213503,0.3386606096062785
0,1,1,-0.52,-0.16075033660299026,-0.6918185519980711
0,1,-1,-0.52,0.6038647236195691,0.341565956670375
0,1,1,-0.51,-0.150796491235314,-0.688081313351707
0,1,-1,-0.51,0.5989146192425909,0.34448168090348125
0,1,1,-0.5,-0.14089652017318766,-0.6843499351176672
0,1,-1,-0.5,0.5939223326796627,0.34740772751493154
0,1,1,-0.49,-0.13105033863062118,-0.6806244509970865
0,1,-1,-0.49,0.5888877143968342,0.35034404181606765
0,1,1,-0.48,-0.12125786133396814,-0.6769048948946285
0,1,-1,-0.48,0.5838106156355429,0.3532905692259226
0,1,1,-0.47,-0.11151900251898557,-0.6731913009193288
0,1,-1,-0.47,0.5786908884111196,0.3562472552767498
0,1,1,-0.46,-0.10183367592787688,-0.6694837033854284
0,1,-1,-0.46,0.5735283855112226,0.35921404561939885
0,1,1,-0.45,-0.09220179480632325,-0.6657821368131975
0,1,-1,-0.45,0.5683229604942022,0.36219088602854155
0,1,1,-0.44,-0.08262327190050552,-0.6620866359297467
0,1,-1,-0.44,0.5630744676873919,0.36517772240774754
0,1,1,-0.43,-0.07309801945411205,-0.6583972356698302
0,1,-1,-0.43,0.55778276218534,0.36817450079441644
0,1,1,-0.42,-0.06362594920533693,-0.654713971176635
0,1,-1,-0.42,0.5524476998479676,0.37118116736456414
0,1,1,-0.41,-0.05420697238386514,-0.6510368778025591
0,1,-1,-0.41,0.5470691372986705,0.374197668437468
0,1,1,-0.4,-0.04484099970784745,-0.647365991109978
0,1,-1,-0.4,0.5416469319223559,0.3772239504801729
0,1,1,-0.39,-0.0355279413808653,-0.6437013468719956
0,1,-1,-0.39,0.5361809418634232,0.3802599601118594
0,1,1,-0.38,-0.0262677070888825,-0.6400429810731855
0,1,-1,-0.38,0.5306710260236844,0.3833056441080784
0,1,1,-0.37,-0.017060205997188792,-0.6363909299103135
0,1,-1,-0.37,0.5251170440602321,0.3863609494048504
0,1,1,-0.36,-0.007905346747332422,-0.6327452297930495
0,1,-1,-0.36,0.5195188563832507,0.3894258231026373
0,1,1,-0.35,0.0011969625459588187,-0.6291059173446618
0,1,-1,-0.35,0.5138763241537796,0.3925002124701832
0,1,1,-0.34,0.010246814297864918,-0.6254730294026962
0,1,-1,-0.34,0.5081893092814223,0.39558406494823084
0,1,1,-0.33,0.019244301456571182,-0.6218466030196385
0,1,-1,-0.33,0.5024576744220103,0.39867732815311263
0,1,1,-0.32,0.028189517506375328,-0.6182266754635602
0,1,-1,-0.32,0.4966812829752179,0.4017799498802209
0,1,1,-0.31,0.037082109318112656,-0.6139829945081107
0,1,-1,-0.31,0.4908599990821341,0.40489187810735794
0,1,1,-0.3,0.04592308096032693,-0.6103866675444225
0,1,-1,-0.3,0.4849936876227888,0.4080130609979682
0,1,1,-0.29,0.05471206478386817,-0.6067968538524484
0,1,-1,-0.29,0.47908221421363867,0.4111434469042556
0,1,1,-0.28,0.06344915645628106,-0.6032135913015977
0,1,-1,-0.28,0.4731254452050117,0.41428298437018674
0,1,1,-0.27,0.07213445219684884,-0.5996369179942656
0,1,-1,-0.27,0.46712324767851326,0.4174316221343838
0,1,1,-0.26,0.08076804877974947,-0.5960668722665193
0,1,-1,-0.26,0.46107548944439436,0.42058930913290715
0,1,1,-0.25,0.08935004353721865,-0.5925034926887579
0,1,-1,-0.25,0.45498203903888523,0.4237559945019314
0,1,1,-0.24,0.09788053436272054,-0.588946818066346
0,1,-1,-0.24,0.4488427657214911,0.4269316275803163
0,1,1,-0.23,0.10635961971412458,-0.5853968874402199
0,1,-1,-0.23,0.4426575394722595,0.43011615791207425
0,1,1,-0.22,0.11478739861688989,-0.5818537400874662
0,1,-1,-0.22,0.43642623098901107,0.43330953524873694
0,1,1,-0.21,0.12316397066725425,-0.5783174155218708
0,1,-1,-0.21,0.43014871168454294,0.4365117095516228
0,1,1,-0.2,0.13148943603543153,-0.5747879534944381
0,1,-1,-0.2,0.42382485368380174,0.4397226309940063
0,1,1,-0.19,0.13976389546881193,-0.5712653939938787
0,1,-1,-0.19,0.41745452982102843,0.4429422499631947
0,1,1,-0.18,0.14798745029516722,-0.567749777247066
0,1,-1,-0.18,0.41103761363687635,0.4461705170625077
0,1,1,-0.17,0.15616020242586365,-0.564241143719458
0,1,-1,-0.17,0.4045739793755057,0.4494073831131688
0,1,1,-0.16,0.16428225435907487,-0.5607395341154865
0,1,-1,-0.16,0.398063501981649,0.45265279915610546
0,1,1,-0.15,0.17235370918300275,-0.5572449893789105
0,1,-1,-0.15,0.3915060570976602,0.45590671645366226
0,1,1,-0.14,0.18037467057909717,-0.5537575506931338
0,1,-1,-0.14,0.3849015210605349,0.45916908649122756
0,1,1,-0.13,0.18834524282528292,-0.5502772594814839
0,1,-1,-0.13,0.3782497708989139,0.4624398609787774
0,1,1,-0.12,0.19626553079918663,-0.5468041574074535
0,1,-1,-0.12,0.3715506843300656,0.46571899185233473
0,1,1,-0.11,0.2041356399813649,-0.5433382863749026
0,1,-1,-0.11,0.36480413975684894,0.4690064312753516
0,1,1,-0.1,0.21195567645853727,-0.5398796885282182
0,1,-1,-0.1,0.3580100162646597,0.47230213164000934
0,1,1,-0.09,0.21972574692681518,-0.5364284062524342
0,1,-1,-0.09,0.35116819361836,0.47560604556844394
0,1,1,-0.08,0.2274459586949359,-0.5329844821733056
0,1,-1,-0.08,0.34427855225918924,0.4789181259138951
0,1,1,-0.07,0.2351164196874936,-0.5295479591573407
0,1,-1,-0.07,0.3373409733016648,0.48223832576178227
0,1,1,-0.06,0.24273723844817105,-0.5261188803117852
0,1,-1,-0.06,0.33035533853046545,0.48556659843070804
0,1,1,-0.05,0.25030852414296817,-0.5226972889845618
0,1,-1,-0.05,0.32332153039730116,0.4889028974733923
0,1,1,-0.04,0.2578303865634309,-0.5192832287641589
0,1,-1,-0.04,0.3162394320177752,0.49224717667753665
0,1,1,-0.03,0.2653029361298763,-0.5158767434794723
0,1,-1,-0.03,0.3091089271682283,0.4955993900666228
0,1,1,-0.02,0.2727262838946151,-0.5124778771995936
0,1,-1,-0.02,0.3019299002825789,0.4989594919006446
0,1,1,-0.01,0.28010054154516895,-0.5090866742335487
0,1,-1,-0.01,0.29470223644914967,0.5023274366767765
0,1,1,0.0,0.2874258214074865,-0.50570317912998
0,1,-1,-0.0,0.2874258214074865,0.50570317912998
0,1,1,0.01,0.29470223644914967,-0.5023274366767765
0,1,-1,0.01,0.28010054154516895,0.5090866742335487
0,1,1,0.02,0.3019299002825789,-0.4989594919006446
0,1,-1,0.02,0.2727262838946151,0.5124778771995936
0,1,1,0.03,0.3091089271682283,-0.4955993900666228
0,1,-1,0.03,0.2653029361298763,0.5158767434794723
0,1,1,0.04,0.3162394320177752,-0.49224717667753665
0,1,-1,0.04,0.2578303865634309,0.5192832287641589
0,1,1,0.05,0.32332153039730116,-0.4889028974733923
0,1,-1,0.05,0.25030852414296817,0.5226972889845618
0,1,1,0.06,0.33035533853046545,-0.48556659843070804
0,1,-1,0.06,0.24273723844817105,0.5261188803117852
0,1,1,0.07,0.3373409733016648,-0.48223832576178227
0,1,-1,0.07,0.2351164196874936,0.5295479591573407
0,1,1,0.08,0.34427855225918924,-0.4789181259138951
0,1,-1,0.08,0.2274459586949359,0.5329844821733056
0,1,1,0.09,0.35116819361836,-0.47560604556844394
0,1,-1,0.09,0.21972574692681518,0.5364284062524342
0,1,1,0.1,0.3580100162646597,-0.47230213164000934
0,1,-1,0.1,0.21195567645853727,0.5398796885282182
0,1,1,0.11,0.36480413975684894,-0.4690064312753516
0,1,-1,0.11,0.2041356399813649,0.5433382863749026
0,1,1,0.12,0.3715506843300656,-0.46571899185233473
0,1,-1,0.12,0.19626553079918663,0.5468041574074535
0,1,1,0.13,0.3782497708989139,-0.4624398609787774
0,1,-1,0.13,0.18834524282528292,0.5502772594814839
0,1,1,0.14,0.3849015210605349,-0.45916908649122756
0,1,-1,0.14,0.18037467057909717,0.5537575506931338
0,1,1,0.15,0.3915060570976602,-0.45590671645366226
0,1,-1,0.15,0.17235370918300275,0.5572449893789105
0,1,1,0.16,0.398063501981649,-0.45265279915610546
0,1,-1,0.16,0.16428225435907487,0.5607395341154865
0,1,1,0.17,0.4045739793755057,-0.4494073831131688
0,1,-1,0.17,0.15616020242586365,0.564241143719458
0,1,1,0.18,0.41103761363687635,-0.4461705170625077
0,1,-1,0.18,0.14798745029516722,0.567749777247066
0,1,1,0.19,0.41745452982102843,-0.4429422499631947
0,1,-1,0.19,0.13976389546881193,0.5712653939938787
0,1,1,0.2,0.42382485368380174,-0.4397226309940063
0,1,-1,0.2,0.13148943603543153,0.5747879534944381
0,1,1,0.21,0.43014871168454294,-0.4365117095516228
0,1,-1,0.21,0.12316397066725425,0.5783174155218708
0,1,1,0.22,0.43642623098901107,-0.43330953524873694
0,1,-1,0.22,0.11478739861688989,0.5818537400874662
0,1,1,0.23,0.4426575394722595,-0.43011615791207425
0,1,-1,0.23,0.10635961971412458,0.5853968874402199
0,1,1,0.24,0.4488427657214911,-0.4269316275803163
0,1,-1,0.24,0.09788053436272054,0.588946818066346
0,1,1,0.25,0.45498203903888523,-0.4237559945019314
0,1,-1,0.25,0.08935004353721865,0.5925034926887579
0,1,1,0.26,0.46107548944439436,-0.42058930913290715
0,1,-1,0.26,0.08076804877974947,0.5960668722665193
0,1,1,0.27,0.46712324767851326,-0.4174316221343838
0,1,-1,0.27,0.07213445219684884,0.5996369179942656
0,1,1,0.28,0.4731254452050117,-0.41428298437018674
0,1,-1,0.28,0.06344915645628106,0.6032135913015977
0,1,1,0.29,0.47908221421363867,-0.4111434469042556
0,1,-1,0.29,0.05471206478386817,0.6067968538524484
0,1,1,0.3,0.4849936876227888,-0.4080130609979682
0,1,-1,0.3,0.04592308096032693,0.6103866675444225
0,1,1,0.31,0.4908599990821341,-0.40489187810735794
0,1,-1,0.31,0.037082109318112656,0.6139829945081107
0,1,1,0.32,0.4966812829752179,-0.4017799498802209
0,1,-1,0.32,0.028189517506375328,0.6182266754635602
0,1,1,0.33,0.5024576744220103,-0.39867732815311263
0,1,-1,0.33,0.019244301456571182,0.6218466030196385
0,1,1,0.34,0.5081893092814223,-0.39558406494823084
0,1,-1,0.34,0.010246814297864918,0.6254730294026962
0,1,1,0.35,0.5138763241537796,-0.3925002124701832
0,1,-1,0.35,0.0011969625459588187,0.6291059173446618
0,1,1,0.36,0.5195188563832507,-0.3894258231026373
0,1,-1,0.36,-0.007905346747332422,0.6327452297930495
0,1,1,0.37,0.5251170440602321,-0.3863609494048504
0,1,-1,0.37,-0.017060205997188792,0.6363909299103135
0,1,1,0.38,0.5306710260236844,-0.3833056441080784
0,1,-1,0.38,-0.0262677070888825,0.6400429810731855
0,1,1,0.39,0.5361809418634232,-0.3802599601118594
0,1,-1,0.39,-0.0355279413808653,0.6437013468719956
0,1,1,0.4,0.5416469319223559,-0.3772239504801729
0,1,-1,0.4,-0.04484099970784745,0.647365991109978
0,1,1,0.41,0.5470691372986705,-0.374197668437468
0,1,-1,0.41,-0.05420697238386514,0.6510368778025591
0,1,1,0.42,0.5524476998479676,-0.37118116736456414
0,1,-1,0.42,-0.06362594920533693,0.654713971176635
0,1,1,0.43,0.55778276218534,-0.36817450079441644
0,1,-1,0.43,-0.07309801945411205,0.6583972356698302
0,1,1,0.44,0.5630744676873919,-0.36517772240774754
0,1,-1,0.44,-0.08262327190050552,0.6620866359297467
0,1,1,0.45,0.5683229604942022,-0.36219088602854155
0,1,-1,0.45,-0.09220179480632325,0.6657821368131975
0,1,1,0.46,0.5735283855112226,-0.35921404561939885
0,1,-1,0.46,-0.10183367592787688,0.6694837033854284
0,1,1,0.47,0.5786908884111196,-0.3562472552767498
0,1,-1,0.47,-0.11151900251898557,0.6731913009193288
0,1,1,0.48,0.5838106156355429,-0.3532905692259226
0,1,-1,0.48,-0.12125786133396814,0.6769048948946285
0,1,1,0.49,0.5888877143968342,-0.35034404181606765
0,1,-1,0.49,-0.13105033863062118,0.6806244509970865
0,1,1,0.5,0.5939223326796627,-0.34740772751493154
0,1,-1,0.5,-0.14089652017318766,0.6843499351176672
0,1,1,0.51,0.5989146192425909,-0.34448168090348125
0,1,-1,0.51,-0.150796491235314,0.688081313351707
0,1,1,0.52,0.6038647236195691,-0.341565956670375
0,1,-1,0.52,-0.16075033660299026,0.6918185519980711
0,1,1,0.53,0.6087727961213503,-0.3386606096062785
0,1,-1,0.53,-0.1707581405774857,0.6955616175583027
0,1,1,0.54,0.613638987836831,-0.33576569459802363
0,1,-1,0.54,-0.1808199869782647,0.6993104767357604
0,1,1,0.55,0.6184634506343121,-0.3328812666226072
0,1,-1,0.55,-0.19093595914589487,0.7030650964347502
0,1,1,0.56,0.6232463371626761,-0.3300073807410284
0,1,-1,0.56,-0.20110613994494003,0.7068254437596483
0,1,1,0.57,0.6279878008524801,-0.32714409209196177
0,1,-1,0.57,-0.2113306117668436,0.7105914860140151
0,1,1,0.58,0.6326879959169649,-0.32429145588526387
0,1,-1,0.58,-0.2216094565327941,0.7143631906997056
0,1,1,0.59,0.6373470773529715,-0.321449527395312
0,1,-1,0.59,-0.23194275569658265,0.7181405255159687
0,1,1,0.6,0.6419652009417678,-0.31861836195417176
0,1,-1,0.6,-0.2423305902474444,0.7219234583585434
0,1,1,0.61,0.6465425232497825,-0.3157980149445918
0,1,-1,0.61,-0.2527730407128892,0.7257119573187469
0,1,1,0.62,0.65107920162924,-0.3129885417928239
0,1,-1,0.62,-0.26327018716151596,0.7295059906825588
0,1,1,0.63,0.655575394218699,-0.3101899979612657
0,1,-1,0.63,-0.2738221092058166,0.7333055269296979
0,1,1,0.64,0.6600312599434893,-0.30740243894092384
0,1,-1,0.64,-0.28442888600496646,0.7371105347326954
0,1,1,0.65,0.6644469585160413,-0.3046259202436969
0,1,-1,0.65,-0.295090596267598,0.740920982955963
0,1,1,0.66,0.668822650436114,-0.3018604973944736
0,1,-1,0.66,-0.3058073182545659,0.7447368406548568
0,1,1,0.67,0.6731584969909102,-0.2991062259230463
0,1,-1,0.67,-0.3165791297816938,0.7485580770747359
0,1,1,0.68,0.6774546602550809,-0.29636316135583723
0,1,-1,0.68,-0.32740610822251226,0.7523846616500193
0,1,1,0.69,0.6817113030906145,-0.2936313592074349
0,1,-1,0.69,-0.33828833051097795,0.7562165640032369
0,1,1,0.7,0.6859285891466085,-0.2909108749719389
0,1,-1,0.7,-0.34922587314418374,0.7600537539440795
0,1,1,0.71,0.6901066828589225,-0.2882017641141136
0,1,-1,0.71,-0.3602188121850524,0.7638962014684442
0,1,1,0.72,0.6942457494497053,-0.28550408206034295
0,1,-1,0.72,-0.37126722326501643,0.7677438767574771
0,1,1,0.73,0.6983459549267987,-0.28281788418939274
0,1,-1,0.73,-0.382371181586685,0.771596750176615
0,1,1,0.74,0.7024074660830107,-0.28014322582297096
0,1,-1,0.74,-0.39353076192649744,0.7754547922746234
0,1,1,0.75,0.7064304504952582,-0.27748016221608984
0,1,-1,0.75,-0.4047460386373612,0.779317973782633
0,1,1,0.76,0.710415076523573,-0.2748287485472252
0,1,-1,0.76,-0.41601708565127743,0.7831862656131748
0,1,1,0.77,0.7143615133099742,-0.2721890399082727
0,1,-1,0.77,-0.42734397648195177,0.7870596388592134
0,1,1,0.78,0.7182699307771941,-0.2695610912942987
0,1,-1,0.78,-0.4387267842273913,0.7909380647931783
0,1,1,0.79,0.722140499627266,-0.2669449575930851
0,1,-1,0.79,-0.4501655815724872,0.7948215148659957
0,1,1,0.8,0.7259733913399606,-0.2643406935744664
0,1,-1,0.8,-0.4616604407915851,0.7987099607061182
0,1,1,0.81,0.729768778171077,-0.2617483538794574
0,1,-1,0.81,-0.4732114337510381,0.8026033741185542
0,1,1,0.82,0.7335268331505768,-0.2591679930091714
0,1,-1,0.82,-0.4848186319117492,0.8065017270838962
0,1,1,0.83,0.7372477300805638,-0.2565996653135261
0,1,-1,0.83,-0.49648210633169826,0.8104049917573508
0,1,1,0.84,0.7409316435331054,-0.2540434249797379
0,1,-1,0.84,-0.508201927668454,0.814313140467766
0,1,1,0.85,0.7445787488478897,-0.25149932602060243
0,1,-1,0.85,-0.519978166181673,0.8182261457166602
0,1,1,0.86,0.7481892221297187,-0.24896742226256136
0,1,-1,0.86,-0.5318108917355858,0.8221439801772508
0,1,1,0.87,0.7517632402458314,-0.24644776733355375
0,1,-1,0.87,-0.5437001738014657,0.8260666166934841
0,1,1,0.88,0.7553009808230553,-0.24394041465065328
0,1,-1,0.88,-0.5556460814600876,0.8299940282790647
0,1,1,0.89,0.7588026222447835,-0.24144541740748754
0,1,-1,0.89,-0.5676486834041694,0.833926188116486
0,1,1,0.9,0.7622683436477726,-0.23896282856144327
0,1,-1,0.9,-0.579708047940801,0.837863069556062
0,1,1,0.91,0.7656983249187592,-0.23649270082065305
0,1,-1,0.91,-0.5918242429938593,0.8418046461149599
0,1,1,0.92,0.7690927466908896,-0.23403508663076705
0,1,-1,0.92,-0.6039973361064089,0.8457508914762328
0,1,1,0.93,0.772451790339965,-0.23159003816150694
0,1,-1,0.93,-0.6162273944430897,0.8497017794878567
0,1,1,0.94,0.7757756379804929,-0.22915760729300394
0,1,-1,0.94,-0.628514484792488,0.8536572841617652
0,1,1,0.95,0.7790644724615426,-0.22673784560192106
0,1,-1,0.95,-0.6408586735694979,0.8576173796728885
0,1,1,0.96,0.7823184773624052,-0.22433080434735922
0,1,-1,0.96,-0.6532600268176647,0.8615820403581929
0,1,1,0.97,0.7855378369880518,-0.2219365344565486
0,1,-1,0.97,-0.6657186102115163,0.8655512407157222
0,1,1,0.98,0.7887227363643854,-0.21955508651032637
0,1,-1,0.98,-0.6782344890588816,0.8695249554036424
0,1,1,0.99,0.7918733612332867,-0.21718651072840042
0,1,-1,0.99,-0.6908077283031937,0.8735031592392858
0,1,1,1.0,0.7949898980474499,-0.2148308569544022
0,1,-1,1.0,-0.7034383925257788,0.8774858271982003
0,2,1,-0.45,0.5160378824026187,0.10212459919443671
0,2,1,-0.44,0.5184712842839223,0.09924472696083203
0,2,1,-0.43,0.5209556121740576,0.09649560906375979
0,2,1,-0.42,0.5233141231739747,0.09381239279654195
0,2,1,-0.41,0.5257173548753866,0.0914106225460865
0,2,1,-0.4,0.5280180253576866,0.08825585975426882
0,2,1,-0.39,0.5302909554179154,0.08561590730897634
0,2,1,-0.38,0.532500602795164,0.08237527669729786
0,2,1,-0.37,0.5346042596388947,0.07948758507917475
0,2,1,-0.36,0.5367214124273225,0.07692477486170152
0,2,1,-0.35,0.5387861041544104,0.0745848272097831
0,2,1,-0.34,0.5407709839213064,0.07229601648917011
0,2,1,-0.33,0.5427205422217278,0.06981904868247141
0,2,1,-0.32,0.5446062703582226,0.06790984032739172
0,2,1,-0.31,0.5464504917681747,0.06512605422479657
0,2,1,-0.3,0.5482127476804262,0.06294911095326963
0,2,1,-0.29,0.5499542610749487,0.060984014805208195
0,2,1,-0.28,0.551596146761163,0.058306984524692546
0,2,1,-0.27,0.5532184492080185,0.05610684718346321
0,2,1,-0.26,0.5547710754482386,0.053359358413647445
0,2,1,-0.25,0.5562892122431243,0.05166061266989116
0,2,1,-0.24,0.557743443490722,0.04946369149741203
0,2,1,-0.23,0.5590971653074149,0.046116066168667966
0,2,1,-0.22,0.5604422824890553,0.04314969147191776
0,2,1,-0.21,0.5617215657696705,0.04413444053885393
0,2,1,-0.2,0.562961379264635,0.040620918055985805
0,2,1,-0.19,0.5640708014929426,0.03969845004969029
0,2,1,-0.18,0.5651913204504629,0.036796240305234124
0,2,1,-0.17,0.5662209350440337,0.03365219201397531
0,2,1,-0.16,0.5672110215145404,0.033511752672988115
0,2,1,-0.15,0.5681183251382702,0.030797390002316925
0,2,1,-0.14,0.5689960884463833,0.02888854324579899
0,2,1,-0.13,0.5698205939543499,0.025247872400954822
0,2,1,-0.12,0.5705321592496126,0.023304288360106146
0,2,1,-0.11,0.5712243001957537,0.022679235890385212
0,2,1,-0.1,0.5718666021017653,0.019447299319742428
0,2,1,-0.09,0.5724320318408003,0.019027978424697924
0,2,1,-0.08,0.5729407833782537,0.016701577250929134
0,2,1,-0.07,0.5733851092708473,0.013510464363219121
0,2,1,-0.06,0.5737792236265196,0.011665890909908935
0,2,1,-0.05,0.5741014445830838,0.010387268863194535
0,2,1,-0.04,0.5743744548546688,0.008255759292620157
0,2,1,-0.03,0.5745843063960092,0.006428737768792636
0,2,1,-0.02,0.5747348206371135,0.0039040702567618374
0,2,1,-0.01,0.5748222207768066,0.0020126416121177826
0,2,1,0.0,0.5748518884878413,9.833505091982781e-6
0,2,1,0.01,0.5748222207768066,-0.0020126416121177826
0,2,1,0.02,0.5747348206371135,-0.0039040702567618374
0,2,1,0.03,0.5745843063960092,-0.006428737768792636
0,2,1,0.04,0.5743744548546688,-0.008255759292620157
0,2,1,0.05,0.5741014445830838,-0.010387268863194535
0,2,1,0.06,0.5737792236265196,-0.011665890909908935
0,2,1,0.07,0.5733851092708473,-0.013510464363219121
0,2,1,0.08,0.5729407833782537,-0.016701577250929134
0,2,1,0.09,0.5724320318408003,-0.019027978424697924
0,2,1,0.1,0.5718666021017653,-0.019447299319742428
0,2,1,0.11,0.5712243001957537,-0.022679235890385212
0,2,1,0.12,0.5705321592496126,-0.023304288360106146
0,2,1,0.13,0.5698205939543499,-0.025247872400954822
0,2,1,0.14,0.5689960884463833,-0.02888854324579899
0,2,1,0.15,0.5681183251382702,-0.030797390002316925
0,2,1,0.16,0.5672110215145404,-0.033511752672988115
0,2,1,0.17,0.5662209350440337,-0.03365219201397531
0,2,1,0.18,0.5651913204504629,-0.036796240305234124
0,2,1,0.19,0.5640708014929426,-0.03969845004969029
0,2,1,0.2,0.562961379264635,-0.040620918055985805
0,2,1,0.21,0.5617215657696705,-0.04413444053885393
0,2,1,0.22,0.5604422824890553,-0.04314969147191776
0,2,1,0.23,0.5590971653074149,-0.046116066168667966
0,2,1,0.24,0.557743443490722,-0.04946369149741203
