keo,energy
0.0,"[0.0, 0.0001468466400994907, 0.0002514219903920878, 5.967028935553655e-5, 0.0017688863360900812, 0.0023998964511872983, 0.0011413714114528455, 0.002062526852151183, 0.0007493710603040638, 0.0006343214092960515, 0.0010317149378935373, 0.0024214491133739574, 0.0006355533248673541, -0.0011850018867751463, -0.002834316568999828, 0.0027793233018275714, 0.004389337331736694, 0.0035625927225597146, 0.0013802834852886334, -5.989234111512178e-6, 0.0018065762112397532, -0.00033160673173635534, 0.0026612127477493265, 0.0014535596076965275, -0.0027580976889590232, -0.0012254196150339118, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694, 0.004389337331736694]"
0.075,"[0.0, 0.046146789703148276, 0.08025121413161493, 0.10619794146793703, 0.1256643209074153, 0.14192077559513736, 0.15423639548669602, 0.1645395840560997, 0.17125870104525895, 0.1799473266643671, 0.18862489109995131, 0.19449556930235634, 0.19798866354316255, 0.20369078350419964, 0.20811711667876306, 0.21744572933329465, 0.21720998942606962, 0.2215387348909028, 0.22623602218535357, 0.22853408263246652, 0.23218637946372234, 0.23406275231919424, 0.23448512769040072, 0.2402059824126461, 0.2415281055193678, 0.24389801962596186, 0.24681475692426721, 0.24932032627795792, 0.25252470660941456, 0.25491214427232084, 0.2563889214414018, 0.2557079474267338, 0.25789475899287384, 0.25818422097047644, 0.263668161949868, 0.26365607603492297, 0.2644318904062553, 0.26612281872286264, 0.26946778912587926, 0.26740419267309123, 0.2702738025151382, 0.27189389664837194, 0.27495986569481795, 0.27415694976300303, 0.27572605293044905, 0.2771328667302079, 0.2790506726176512, 0.27835940774787, 0.2820134377126147, 0.27950901025974434, 0.2791059104965349, 0.28103983107040936, 0.2834139115142216, 0.28661363831933523, 0.2848503527315121, 0.2831774646624935, 0.28626126299376226, 0.2900417445031451, 0.2877463639215344, 0.290009801114792, 0.28838268674494105, 0.2927152818044667, 0.2932608673841081, 0.2927986094207842, 0.293666650834766, 0.2928048389654588, 0.2942770964238685, 0.2984660873124378, 0.29865814153883524, 0.2968305072738372, 0.2968329613917774, 0.2986982367651062, 0.29971809521646037, 0.29977511604686474, 0.2999817933932322, 0.30158932212430234, 0.3032328128354006, 0.30282290528822076, 0.30155178769718677, 0.3024424194442387, 0.3045686870926357, 0.30818800187561296, 0.30523419176829336, 0.3043059199404375, 0.3063960121901232, 0.3090180313311925, 0.30697672785221053, 0.3080044845274499, 0.31128638270416265, 0.30809429410415073, 0.3095969972887406, 0.3097305633764482, 0.31106743728612624, 0.3143567784865913, 0.31205288346013826, 0.31267151688420436, 0.31596136943290376, 0.3129474909679654, 0.31471711702703337, 0.3144587059389315, 0.31031296044963863, 0.3134066199528136, 0.3156458769169748, 0.31664396127207767, 0.3172643010375082, 0.3174631890157863, 0.31903389226292667, 0.31850103945224406, 0.31897215357152925, 0.3184345933335051, 0.31842848445225896, 0.3180867970623693, 0.3182694462316705, 0.3195308194438791, 0.3216581842383538, 0.3199254493219083, 0.3208230870605446, 0.32210926223083275, 0.3229469708935019, 0.321317452030835, 0.3226074945836233, 0.3213795738602588, 0.3243849847157007, 0.3214844522634301, 0.3253813388561744, 0.3267228773390331, 0.3260019906743923, 0.3265262124407432, 0.328044556960313, 0.3276548201894806, 0.3246281249831369, 0.32995563598504635, 0.3287143203116847, 0.32598851648098376, 0.32831933113381234, 0.33042090734109625, 0.3301028391625814, 0.32949640754508375, 0.32820089808170033, 0.32778285521889194, 0.33195206821692985, 0.3287024535726525, 0.3276340620960128, 0.3304304330812466, 0.331845049459809, 0.3321702664794606, 0.3308187774415306, 0.33339061661405417, 0.3320368984963128, 0.3350305577370405, 0.33362890168101567, 0.3351160877096897, 0.3344366558930659, 0.33429163709191534, 0.33365053789174615, 0.3366827232935681, 0.33186104345179157, 0.332263799874419, 0.3360332829317828, 0.33727215087383977, 0.3383447121978402, 0.3378578335494752, 0.33681502250304984, 0.3387559786054638, 0.33855839561244083, 0.33764914997349543, 0.3374721171753856, 0.3377644788922849, 0.3395781609238866, 0.3387113254504768, 0.33870184554479743, 0.3373810863479247, 0.3373026515911216, 0.33946657019595333, 0.33966932142920037, 0.34037618406985237, 0.3421579099941463, 0.338982527363128, 0.3403165296180086, 0.33865052058008815, 0.34074587114210697, 0.3424318900400648, 0.34523687281294724, 0.3434108200551754, 0.3439671278884139, 0.3437902297419574, 0.34524187529982275, 0.34406706096738426, 0.34289706419296534, 0.34446554898130377, 0.34252009301543596, 0.3435556980690014, 0.34701504742817985, 0.345902610493144, 0.3442763751620418, 0.3456822646020344, 0.3452846387278189, 0.3448021757908873, 0.3445029358548946, 0.3437095158707745, 0.3467392341529203, 0.34559435120839777, 0.34431604541089345, 0.3467720208337439, 0.34699333459023934, 0.3502879416714554, 0.347353005929561, 0.34776935991443075, 0.3467925421618021, 0.3484371469935703, 0.34898677772612297, 0.34823910587108453, 0.34695516633474854, 0.35019988084841963, 0.35246382162720385, 0.35212332176472183, 0.35198204271901146, 0.35052200652028087, 0.3498109834150988, 0.34917591883683996, 0.349443112688708, 0.3521450772972387, 0.35075578680302405, 0.3521388667807271, 0.35207857314870455, 0.3509473559363079, 0.3509975083780301, 0.3527255456146875, 0.35115423366733856, 0.35140509025903255, 0.351927874610237, 0.35457552568841944, 0.3544169731513186, 0.35260149750381975, 0.35236559762307207, 0.35602312643100986, 0.3525589794262737, 0.35385874698133374, 0.3561967497694112, 0.3553276593191778, 0.35668166330236106, 0.35572167470422683, 0.35633974603177054, 0.3565457413891129, 0.3541242972425115, 0.35388934416140033, 0.3557345050339467, 0.35560613695542687, 0.3573417558989197, 0.35624763838297613, 0.3597409849658527, 0.3554031207589079, 0.3580300271092838, 0.3571131262315813, 0.356927710219911, 0.3587038548523112, 0.35845689768698374, 0.3600047680106149, 0.35698540734231404, 0.3583634651575994, 0.3570308356090312, 0.3597075931424956, 0.3610101476812205, 0.35818954004900105, 0.3611625460718026, 0.3629725043589881, 0.3597484315436888, 0.35825924707491763, 0.3595354420912607, 0.3601644306853306, 0.35983905592065757, 0.3627072972102301, 0.36171735395542354, 0.36187841728499626, 0.36375968515338575, 0.3594807519638074, 0.3619120234615506, 0.36259111898938734, 0.36469240051332275, 0.3660180715435134, 0.36333018668040784, 0.3644677734565526, 0.362413900046521, 0.36395349153069045, 0.3636877913043039, 0.3655618871257677, 0.3628010342224495, 0.3656729349931382, 0.3633683352886547, 0.36316037703067144, 0.3645965595087143, 0.36243875938828496, 0.36734835969636304, 0.36532247042503074, 0.3668560439293781, 0.36466350901358624, 0.3669258653983193, 0.36392111661483756, 0.3668644899415994, 0.3661493593482126, 0.3646490871195281, 0.3667245375419451, 0.3670907548945268, 0.36682121833282755, 0.36405156582377846, 0.3666762569503224, 0.3662405961498382, 0.3669711829369403, 0.3659783047899212, 0.36780911846626874, 0.36938503184225535, 0.3677823431512941, 0.3688521082499784, 0.36581280365438285, 0.36942713072161293, 0.36804548008277194, 0.36840606137163845, 0.36685136533176765, 0.3695656393534865, 0.3672315402606374, 0.3677710538315121, 0.36956312166656735, 0.3691424576454944, 0.37220486087438376, 0.36661085549172334, 0.37011323369435506, 0.3693743518037802, 0.3706563423585493, 0.3729392114147646, 0.3695170376129423, 0.3714724610959238, 0.37204067859651185, 0.3709327289593762, 0.37138424130032305, 0.3709479016710467, 0.36891132943622873, 0.37184124515888217, 0.3714943883274186, 0.3722226510720247, 0.3727036369186068, 0.37315536994749665, 0.3741048870707793, 0.37366680317617396, 0.37288075704651913, 0.3723529638329465, 0.3767104923228031, 0.373400727341912, 0.37400171020705075, 0.37132313334733963, 0.3754589099645484, 0.3742358852725598, 0.375623190150691, 0.3752123424620658, 0.37659647301428306, 0.3754793540077783, 0.3754746512210783, 0.37350783205538396, 0.3753351152533309, 0.37500022030728786, 0.3765448545261287, 0.3755870825200145, 0.3753571811789053, 0.37748920165810335, 0.37389988981135336, 0.3747531275682504, 0.3767389631560075, 0.3756253487551622, 0.37662810164747207, 0.37697777581914205, 0.3773468154961269, 0.3794466584379882, 0.37822136924294614, 0.37897946503564767, 0.37768342636592334, 0.38079972224898717, 0.3777612834673667, 0.3795770755282373, 0.3764562465280574, 0.38056380694276837, 0.37607385369284263, 0.3783127781602549, 0.3756438793369819, 0.38214304252746817, 0.378362202225905, 0.3809299031188765, 0.38154826069051845, 0.3787780974688551, 0.38139375540437626, 0.3778502299832993, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]"
0.1,"[0.0, 0.06446697988048516, 0.10708171747656027, 0.13918196515450496, 0.1668711524171846, 0.18583378944698356, 0.2011169295906544, 0.2171018009799523, 0.22736350780768672, 0.23910785012080427, 0.25040272958456283, 0.25678293004679, 0.26531479012167075, 0.27235647301430627, 0.2794331744024175, 0.28859963522868076, 0.29555752625147513, 0.29564118608007056, 0.30185332707709117, 0.30859581549886606, 0.31140209134388647, 0.3160715919753201, 0.32111950782043447, 0.3250254174101114, 0.32716142524895825, 0.32714126173490754, 0.3316666676589103, 0.33355489250467313, 0.33716875241133576, 0.343458965321096, 0.34334384079787356, 0.3477485006746667, 0.34758062996666705, 0.35006790454131187, 0.35212237614358466, 0.35444118464573743, 0.3594781520871072, 0.3603386453499908, 0.3624084913609547, 0.3634492812820512, 0.3652356443123438, 0.36747412615292707, 0.36997226863963806, 0.3699490758035215, 0.3712225997959397, 0.3728599218463234, 0.3754627086072838, 0.3773578373887681, 0.37617274894635094, 0.38064574175822763, 0.3834899123819574, 0.383483441097264, 0.3875517646439918, 0.38569158627901573, 0.3867960704935976, 0.3878667604796095, 0.3908366469209103, 0.39397548243317543, 0.3937036417340418, 0.395633607772254, 0.3960893176890971, 0.3993991446439645, 0.3970078627138723, 0.39760032470990375, 0.39947896815798245, 0.4021430522034899, 0.4034111231354044, 0.4016566566839083, 0.4043906957644691, 0.4069042346504048, 0.40663723155602705, 0.40892652172652494, 0.40876052721015116, 0.41117588454969106, 0.41180139311016906, 0.4119641962517335, 0.41062575554623015, 0.41358338453908683, 0.41545337388860715, 0.41460750765790133, 0.4165637930859121, 0.4164078441709168, 0.4196797293637755, 0.41924913430344934, 0.4214233544199535, 0.4205432998000102, 0.4235197040798536, 0.42161092754712703, 0.4224446479209882, 0.42532345153850115, 0.4238168683349245, 0.42516945811254747, 0.42848470030260793, 0.42753652273013565, 0.42897540621031655, 0.4317232537766634, 0.4294078727517408, 0.4302611619934536, 0.4322159247020718, 0.43339764186943136, 0.4321841751170144, 0.43212671790731305, 0.4335338063054721, 0.4369052516768569, 0.43510143193213285, 0.43598614456095836, 0.43802933954535134, 0.43872350640892344, 0.43849827471853936, 0.43986258708603493, 0.43984865972478676, 0.4403015930768418, 0.4409471322024193, 0.4410317528598859, 0.44232347613130674, 0.44277538160010993, 0.44274533117015086, 0.4440785086256951, 0.44644503898676624, 0.4450400408501451, 0.4459435481485063, 0.4486785100688002, 0.44727268709423407, 0.4482180614085156, 0.4473633212488295, 0.44990161071745494, 0.4518734417351243, 0.4499511355099876, 0.4479718462667459, 0.4513998080516441, 0.45295496023721177, 0.4554290779469078, 0.45311938045764555, 0.4540910549492987, 0.4540825598917271, 0.4556401358734851, 0.4541820687468309, 0.45430463587297143, 0.45604753097955203, 0.45729200890622546, 0.4581945888794642, 0.4599927652024595, 0.4608310177007919, 0.4601355341499782, 0.4601409716253265, 0.4616411048492237, 0.46179301875031775, 0.46313919827771866, 0.4635318313839214, 0.4646998936065181, 0.4646336085736658, 0.4628575222615542, 0.4649970016626892, 0.4652452276444209, 0.4632787237871977, 0.4662173086431223, 0.46725263033821673, 0.46577051364077066, 0.46716123092949846, 0.470146108413051, 0.47105058064918026, 0.4694759658299562, 0.47089723250935256, 0.46974232572618707, 0.4718077109444474, 0.47294087356770054, 0.47197278944756477, 0.4736307913097887, 0.4730810936620642, 0.47306492961745256, 0.4742959433112929, 0.47565374552201445, 0.4735660650375334, 0.4746883922890415, 0.4779764492535085, 0.47394814526644324, 0.4753201371054704, 0.47609008831082295, 0.47852709264024007, 0.47689506272329235, 0.4797069113139847, 0.4786994464809453, 0.4787704464741084, 0.4790149517738842, 0.4781959668310405, 0.47877119780103194, 0.4803600748835277, 0.4789281992584342, 0.48120759195115925, 0.48185098502677515, 0.4843671203559311, 0.48477034381951234, 0.4852007172447008, 0.4854576809793934, 0.48320874463931035, 0.483084788074186, 0.4860565342960771, 0.48431630128229186, 0.48558123887474824, 0.4859000536151974, 0.4865458317229637, 0.48723185672076996, 0.4872192135128758, 0.48699135765077184, 0.4876547841985518, 0.48764009951850573, 0.4905495423360525, 0.48903530789361166, 0.48872185326503625, 0.4903556478159745, 0.4896048276328727, 0.49208204206061934, 0.4911333048750156, 0.4906866065847876, 0.4922418502731737, 0.49165452439211565, 0.49242250152809985, 0.4916780269170783, 0.49281125302081824, 0.49370139040584105, 0.4951542459148777, 0.4930596638580752, 0.49500554884639414, 0.49424636635824026, 0.4956944860707583, 0.4971406421573222, 0.4973327146976837, 0.49693671294009695, 0.4963401415798671, 0.49691596845384867, 0.4961152422727588, 0.4983474611311448, 0.4991991930227158, 0.4986633905123511, 0.4988161287818301, 0.498838595369431, 0.4993700626054375, 0.501209615356203, 0.5026052096692751, 0.5007404807369156, 0.5021125974989087, 0.5000375189201853, 0.5006802947889812, 0.5005888711903266, 0.5023191744575992, 0.5036162442799885, 0.5033221930470603, 0.5056396335259309, 0.5051378553672846, 0.5052072385241926, 0.5049254047289853, 0.5059494681136651, 0.5060011517588501, 0.5059094191342781, 0.5066063574031271, 0.5060979715100083, 0.5071121000056001, 0.5070596052599411, 0.5087096392048929, 0.5091379482679573, 0.5086635543838197, 0.5105593067137607, 0.5069360783661135, 0.5067944714351529, 0.5103870473483003, 0.5090140924833203, 0.5085296256317235, 0.5108531591281136, 0.510410433087019, 0.5124853576347399, 0.5123393081021559, 0.5142111179469135, 0.5141304999459348, 0.5140682120599355, 0.5127361843137601, 0.512132360285928, 0.5125211858173665, 0.5140209557235355, 0.5122722821161831, 0.5158500970292305, 0.5152600460046893, 0.5170615126878841, 0.5165111639068856, 0.5153247690693974, 0.5155582947649453, 0.5165283767535428, 0.5162779641101476, 0.5179297096519766, 0.5194575437383162, 0.5196469176120706, 0.5177502471153347, 0.5188388898068965, 0.5190264012420807, 0.5217199703862349, 0.5181785013521455, 0.5202908472886452, 0.5213408501246355, 0.5206321484591594, 0.5216069441286026, 0.5236444328968525, 0.5229737779513998, 0.5234267562125514, 0.5200071733217639, 0.5227051514586375, 0.5217431952650239, 0.5215130661320212, 0.5249171695488881, 0.525177197585615, 0.5252278619787268, 0.5236629159044888, 0.5265518318882528, 0.5242403421048534, 0.5243187555890578, 0.5256888743415336, 0.5258457523122393, 0.5281713882344883, 0.5268444759579232, 0.5280695241531043, 0.5274127220002675, 0.5276195566843062, 0.5289566482498834, 0.5282860150861388, 0.5298525846682516, 0.5281258197665003, 0.5291387341563127, 0.5300149727642232, 0.5293533175778186, 0.5298284830092452, 0.5316262444902827, 0.5293047268661708, 0.5301527624005898, 0.5312705629483222, 0.5325710422541581, 0.5325374894785954, 0.5307454827568193, 0.5337872148376264, 0.5336428477948992, 0.5325006854050781, 0.533476739118817, 0.5343943169937608, 0.5342891902140541, 0.5346061356854475, 0.5341293284363318, 0.535639115567777, 0.5366848394722656, 0.5358426912340352, 0.5378360721911966, 0.5363556559662501, 0.5349351777217494, 0.5375465919149927, 0.5378401919887745, 0.5376909997278597, 0.5400955932735721, 0.5369399641953273, 0.5376373842620836, 0.5384018271825484, 0.5371217419673229, 0.5396350234620335, 0.5386489197563568, 0.5412985585545206, 0.5405995193251519, 0.5415576962195265, 0.5417245365376053, 0.5398225113197856, 0.5407252603696566, 0.5423237355089685, 0.5422945847575624, 0.5433218634366094, 0.5443918026703692, 0.5426508601359487, 0.5427319676927111, 0.5431902478479235, 0.5447273510166828, 0.5435617027966739, 0.5436084196037164, 0.5445562205489692, 0.5458545769749383, 0.5464927370131354, 0.5463763464377893, 0.5456510252823771, 0.5472257413153776, 0.5465796169185899, 0.546927548865138, 0.546687344838941, 0.5490436107135257, 0.5479152240301505, 0.5490875025054027, 0.548893604905093, 0.5487595844428095, 0.5500557529945369, 0.5489505310831724, 0.5499016414978728, 0.5506081092834797, 0.5509199480275098, 0.5509363467989816, 0.5516687111291199, 0.5523745211813571, 0.5509252292383229, 0.5531131383197854, 0.5532106549038847, 0.550595482466702]"
