n,h,energy,transient,c,seed_J,seed_x,e1,e2
100,0.06896551724137932,-0.20423385743839165,14.2825,1.98375,50967.07625,51346.265,,
100,0.07586206896551725,-0.21332420420797416,14.27375,1.97875,50451.62125,49299.175,,
100,0.08275862068965519,-0.23128218070382003,14.37625,1.9725,49984.52,49654.96375,,
100,0.08965517241379312,-0.26486608538721595,14.84375,1.97,50057.62625,51696.46125,,
100,0.09655172413793105,-0.25801928544763714,14.66125,1.94625,49535.295,50117.62375,,
100,0.10344827586206898,-0.3048565853110463,14.6525,1.93375,50809.9825,48529.36875,,
100,0.11034482758620691,-0.3055556371108976,14.70375,1.9425,51030.8575,48646.61375,,
100,0.11724137931034484,-0.32284578252369917,14.49625,1.91125,49169.19625,50269.6175,,
100,0.12413793103448277,-0.3462523685714254,14.7225,1.88625,50250.73875,51888.07125,,
100,0.1310344827586207,-0.3611197164958168,14.70625,1.87625,48898.58125,49564.90125,,
100,0.13793103448275865,-0.3968697432577036,14.98875,1.86,52156.00125,48968.605,,
100,0.14482758620689656,-0.4118320012322967,14.7475,1.81125,50635.5125,49813.91125,,
100,0.1517241379310345,-0.41557885889446916,14.84375,1.79625,50609.0625,49232.95,,
100,0.15862068965517243,-0.44122376620591663,14.91375,1.7725,51710.4525,50087.87875,,
100,0.16551724137931037,-0.45257252502103335,14.90875,1.7325,49097.5775,50772.0925,,
100,0.1724137931034483,-0.47487129661882127,14.88875,1.6775,51106.82625,50397.0225,,
100,0.17931034482758623,-0.49378058850644185,14.81625,1.63625,50045.295,50033.83125,,
100,0.18620689655172415,-0.5067604035317905,14.365,1.58,50110.6725,50403.74375,,
100,0.1931034482758621,-0.509754371898495,14.07875,1.55875,48641.16625,48577.7825,,
100,0.2,-0.5196210481642034,14.32875,1.53125,50047.0725,49765.49,,
100,0.20681818181818182,-0.539336863770056,13.97125,1.48,50341.5575,49831.60125,,
100,0.21363636363636365,-0.5500533792251431,14.00125,1.4625,51082.47,48165.395,,
100,0.22045454545454546,-0.5495746391844868,13.565,1.42,50381.2275,50234.2,,
100,0.2272727272727273,-0.5687425249314348,13.39375,1.36125,52757.02375,49237.5425,,
100,0.2340909090909091,-0.5831291287763931,13.0375,1.32375,53969.20625,51278.71625,,
100,0.2409090909090909,-0.5862341314486821,12.955,1.2825,50551.83625,49544.56625,,
100,0.24772727272727274,-0.5977738843335867,12.77,1.245,50105.18625,49635.21125,,
100,0.2545454545454546,-0.5988316216224023,12.42125,1.2225,49552.42125,49598.25,,
100,0.26136363636363635,-0.6011948162952794,12.18125,1.19625,49781.31375,49640.57875,,
100,0.2681818181818182,-0.6049427085087259,11.82,1.17375,50634.995,50110.205,,
100,0.275,-0.6099858121866538,11.45125,1.1425,49870.98125,49351.73,,
100,0.28181818181818186,-0.6169533876151124,11.14875,1.11625,50468.36625,50068.61,,
100,0.28863636363636364,-0.6098292491903688,10.955,1.12,51248.6425,48153.08,,
100,0.29545454545454547,-0.6120436895782799,10.4825,1.11125,50129.68125,50209.48625,,
100,0.30227272727272725,-0.6133369545080601,10.33375,1.0875,51669.36625,51645.59375,,
100,0.3090909090909091,-0.6152689684914036,10.17375,1.0725,50370.89375,47601.415,,
100,0.3159090909090909,-0.616917920359655,9.7725,1.05,50907.7325,49105.33125,,
100,0.32272727272727275,-0.613714357963003,9.4875,1.0525,50357.82375,50057.0725,,
100,0.3295454545454546,-0.6145885056640323,9.17375,1.035,48812.28375,49447.8025,,
100,0.33636363636363636,-0.6115483409225569,8.94125,1.0325,49061.5025,50193.36,,
100,0.3431818181818182,-0.6097854017481739,8.615,1.02375,48469.8975,50050.61625,,
100,0.35,-0.6108418216578951,8.6675,1.02,49269.01375,50830.745,,
100,0.3568181818181818,-0.6109389509017352,8.42125,1.02,51335.13625,49418.74625,,
100,0.36363636363636365,-0.6089364588467546,8.2275,1.01375,49767.2425,50335.8925,,
100,0.3704545454545455,-0.60769250684497,8.09375,1.01375,50294.94125,49607.07875,,
100,0.3772727272727273,-0.6040394636010061,7.67875,1.005,50242.595,49838.49375,,
100,0.3840909090909091,-0.5996166400977001,7.56125,1.01,48357.75375,51334.5175,,
100,0.3909090909090909,-0.5995279715587187,7.4875,1.00375,50762.56875,49875.25,,
100,0.3977272727272727,-0.5963222404100241,7.30375,1.005,49685.51125,50637.38125,,
100,0.40454545454545454,-0.5966240648212193,7.25,1.0,50488.82875,49686.53,,
100,0.4113636363636364,-0.5955263652460541,6.96125,1.00125,50772.42125,47955.25375,,
100,0.4181818181818182,-0.589902175654533,6.83875,1.0,50613.86875,51451.69,,
100,0.425,-0.5901575874075493,6.83,1.0025,49998.96125,51006.28125,,
100,0.4318181818181818,-0.5881491452156064,6.735,1.0,50496.32875,49527.2875,,
100,0.4386363636363636,-0.5869462020401006,6.6625,1.0,49965.76625,48929.51875,,
100,0.44545454545454544,-0.5816338208936299,6.5175,1.0,51540.115,50463.10375,,
100,0.45227272727272727,-0.5819525417506831,6.385,1.0,52441.54125,49265.6475,,
100,0.4590909090909091,-0.5791355970150832,6.385,1.0,50462.9375,48999.42375,,
100,0.4659090909090909,-0.5799901683478482,6.285,1.0,50676.6075,49024.96625,,
100,0.4727272727272727,-0.5741803722516006,6.1375,1.0,50205.74875,48505.985,,
100,0.47954545454545455,-0.5725353089616577,6.06875,1.0,51956.2875,50862.09625,,
100,0.4863636363636364,-0.5695974506195441,6.085,1.0,49138.76,50904.38875,,
100,0.49318181818181817,-0.5682945933343554,5.93625,1.0,50141.08625,49436.19125,,
100,0.5,-0.5672478514639508,5.93625,1.0,48804.28,51460.16875,,
200,-0.6,0.5444424971233903,7.06625,2.0,49679.5225,50320.77625,,
200,-0.5932584269662922,0.5445342486387875,7.05,2.0,49528.6,48625.73,,
200,-0.5865168539325842,0.5486072031824849,7.14875,2.0,49653.0925,51091.42,,
200,-0.5797752808988764,0.5475912516246723,7.16625,2.0,50853.99125,50281.78,,
200,-0.5730337078651685,0.5521246133269377,7.25375,2.0,49006.02125,50413.33,,
200,-0.5662921348314607,0.5538221923135767,7.27875,2.0,51486.13875,48978.76,,
200,-0.5595505617977528,0.5550001247884805,7.3075,2.0,48091.165,49392.12375,,
200,-0.5528089887640449,0.5556104084306316,7.36375,2.0,49570.23875,50197.99125,,
200,-0.546067415730337,0.5588721317085014,7.42,2.0,50678.71625,51153.685,,
200,-0.5393258426966292,0.5603496608913348,7.4775,2.0,49321.31875,49376.35,,
200,-0.5325842696629213,0.5626717351798696,7.5575,2.0,49462.34,48940.3875,,
200,-0.5258426966292135,0.5620225649411713,7.55625,2.0,50389.375,48904.64875,,
200,-0.5191011235955056,0.5668220095573773,7.59125,2.0,49336.72875,49906.86875,,
200,-0.5123595505617977,0.5652373489178154,7.68375,2.0,49549.78,51995.9675,,
200,-0.5056179775280899,0.5714091930428009,7.81875,2.0,49652.17375,48951.625,,
200,-0.498876404494382,0.5727067422652766,7.6825,2.0,50380.09125,50211.44125,,
200,-0.49213483146067416,0.575634659378167,7.8875,2.0,49660.0425,49391.5025,,
200,-0.48539325842696623,0.5767544337157576,7.98125,2.0,50516.10625,48923.97875,,
200,-0.4786516853932584,0.5787691850157867,7.975,2.0,49628.71125,49763.98625,,
200,-0.47191011235955055,0.5818050072737825,8.1625,2.0,48962.9425,51254.33,,
200,-0.4651685393258427,0.5831281141119373,8.1225,2.0,50672.2375,49228.77375,,
200,-0.4584269662921348,0.585802683733466,8.23,2.0,48628.61125,50757.4025,,
200,-0.45168539325842694,0.5861522928228011,8.32375,2.0,50288.92375,48810.96125,,
200,-0.44494382022471907,0.5894533349628989,8.42625,2.0,49848.12875,48433.10625,,
200,-0.4382022471910112,0.5913429453886416,8.58625,2.0,51038.40625,50100.83875,,
200,-0.4314606741573034,0.594054309248468,8.675,2.0,50722.4425,50929.2125,,
200,-0.42471910112359545,0.5961071907628359,8.76875,2.0,51980.66,50865.31375,,
200,-0.41797752808988764,0.5980379640329155,8.91,2.0,49340.97875,48921.35375,,
200,-0.4112359550561797,0.6010270302318504,9.08625,2.0,47814.5975,50900.4725,,
200,-0.4044943820224719,0.6018584271472478,9.0725,2.0,50358.43,48955.52625,,
200,-0.39775280898876403,0.603604014735225,9.2225,2.0,50228.64,49704.875,,
200,-0.39101123595505616,0.6063729247229476,9.49125,2.0,50277.45625,50341.695,,
200,-0.3842696629213483,0.6061624384871148,9.47875,2.0,51140.615,50857.4825,,
200,-0.3775280898876404,0.611278536014598,9.59,2.0,49101.74375,49505.45,,
200,-0.37078651685393255,0.6114682933547739,9.885,2.0,49733.69375,49527.35625,,
200,-0.3640449438202247,0.6150956443582024,10.1175,2.0,50924.93625,50953.7375,,
200,-0.35730337078651686,0.6168891245676894,10.30875,2.0,48524.69375,49621.9825,,
200,-0.35056179775280893,0.6188437182700983,10.36375,2.0,50836.88875,50020.0775,,
200,-0.3438202247191011,0.6211549541738876,10.815,2.0,49159.15125,51469.4875,,
200,-0.33707865168539325,0.6246748388790027,11.1175,2.0,50121.76125,51325.7675,,
200,-0.3303370786516854,0.6255204740718358,11.17,2.0,50054.15875,49629.68,,
200,-0.3235955056179775,0.6272334099682659,11.5675,2.0,49081.1025,50790.69,,
200,-0.31685393258426964,0.628821053861395,11.8825,2.0,49527.27,49082.18625,,
200,-0.31011235955056177,0.6309192517447266,12.225,2.0,50321.66375,50904.95625,,
200,-0.3033707865168539,0.6313318791162709,12.62375,2.0,49643.5775,51981.6825,,
200,-0.296629213483146,0.6349077156394723,12.99,2.0,50253.65125,50817.40375,,
200,-0.28988764044943816,0.6376742664119002,13.6325,2.0,50849.83625,49177.37,,
200,-0.2831460674157303,0.6384725825523829,13.86625,2.0,48335.66375,48128.17125,,
200,-0.2764044943820224,0.6382147150808614,14.15625,2.0,47269.09375,51214.62875,,
200,-0.2696629213483146,0.6409072176943325,14.84625,2.0,49733.6775,50481.87125,,
200,-0.26292134831460673,0.6421122887826205,15.52625,2.0,49884.285,49814.08625,,
200,-0.25617977528089886,0.6405681303523657,15.8325,2.0,50449.35375,50417.01875,,
200,-0.249438202247191,0.6378195353636584,16.21625,2.0,50209.72375,49676.475,,
200,-0.24269662921348312,0.6352845854269579,17.57625,2.0,49030.28625,49482.265,,
200,-0.23595505617977525,0.6359760601511057,17.995,2.0,50921.95875,49432.745,,
200,-0.22921348314606738,0.6289288533555006,18.99375,2.0,49986.985,49345.5075,,
200,-0.2224719101123595,0.625164213885077,18.96125,2.0,49855.4725,50494.4925,,
200,-0.21573033707865163,0.6160783164225998,20.2825,2.0,49873.27875,50242.65125,,
200,-0.20898876404494376,0.610720576921567,19.985,2.0,50734.50375,50513.5725,,
200,-0.20224719101123595,0.6055670627734994,21.56875,2.0,52016.47625,52000.0,,
200,-0.19550561797752808,0.5928834154046206,21.245,2.0,48231.725,49900.1775,,
200,-0.1887640449438202,0.579060096880634,22.2325,2.0,48694.5975,48813.69125,,
200,-0.18202247191011234,0.5664553706136212,21.90125,2.0,51236.65625,49018.74375,,
200,-0.17528089887640447,0.547846779637555,22.63125,2.0,51558.745,49622.365,,
200,-0.1685393258426966,0.5381792324183441,22.3625,2.0,50458.94625,49183.44,,
200,-0.16179775280898873,0.5218731802876406,23.0,2.0,48928.4175,48776.1525,,
200,-0.15505617977528086,0.49143547817833694,22.61375,2.0,50712.66,50428.98625,,
200,-0.14831460674157299,0.47277538848893513,23.17,2.0,50036.07875,50144.7375,,
200,-0.14157303370786511,0.4408432212777847,22.56,2.0,49720.61375,50918.3225,,
200,-0.13483146067415724,0.4349726867785953,22.40125,2.0,51513.305,49009.58,,
200,-0.12808988764044943,0.3997082137256987,22.11625,2.0,50148.28625,49000.12375,,
200,-0.12134831460674156,0.39348799249163635,22.21375,2.0,51694.8925,50427.60375,,
200,-0.11460674157303369,0.3723165006412119,22.54875,2.0,49957.645,47405.4275,,
200,-0.10786516853932582,0.3383586103712567,22.225,2.0,50532.58,51490.20875,,
200,-0.10112359550561795,0.31897228156615925,21.89625,2.0,51023.445,48571.29625,,
200,-0.09438202247191008,0.2955012825037995,21.65875,2.0,51075.6875,51414.41125,,
200,-0.08764044943820226,0.27468686319533253,21.48625,2.0,50458.43375,50391.72,,
200,-0.08089887640449434,0.24137133021978877,21.1925,2.0,50181.00375,52084.7275,,
200,-0.07415730337078652,0.23620729509051688,20.94375,2.0,48907.34125,48594.8325,,
200,-0.0674157303370786,0.21049688105632416,20.75875,2.0,50537.02125,48881.5275,,
200,-0.06067415730337078,0.19441083821717542,20.85875,2.0,50456.52125,50964.30125,,
200,-0.05393258426966285,0.16350550568111694,20.8025,2.0,51123.91,48439.76625,,
200,-0.04719101123595504,0.14684842544650953,20.88,2.0,50240.2175,48740.50625,,
200,-0.04044943820224711,0.12494583619195546,21.04625,2.0,49841.39125,49392.64375,,
200,-0.0337078651685393,0.09849936829467158,20.1225,2.0,49454.45875,49434.3525,,
200,-0.02696629213483137,0.08538616353501355,20.07625,2.0,49422.335,49308.8825,,
200,-0.020224719101123556,0.06398206508287135,20.55375,2.0,50406.1275,50887.14875,,
200,-0.013483146067415741,0.04216103387683521,20.22875,2.0,48336.5975,50419.97625,,
200,-0.006741573033707815,0.03091895200752998,20.3725,2.0,51345.735,49615.60125,,
200,0.0,-0.003274524746997381,20.23875,2.0,49279.1375,51236.82,,
200,0.006896551724137932,-0.015530751289773275,20.17375,2.0,50497.84125,50517.57625,,
200,0.013793103448275864,-0.05667274509590636,20.19625,2.0,49507.375,51081.50875,,
200,0.020689655172413796,-0.05808007732709135,20.60375,2.0,48401.52,50847.295,,
200,0.027586206896551727,-0.08336536775969161,20.265,2.0,50463.70875,51653.85375,,
200,0.03448275862068966,-0.10720438008883287,20.57375,2.0,49555.9,48161.03375,,
200,0.04137931034482759,-0.13373687721054217,20.71,2.0,48048.74,50274.255,,
200,0.048275862068965524,-0.14925289452007756,20.53875,2.0,49725.17625,48567.97625,,
200,0.055172413793103454,-0.1779907180847393,20.5425,1.9975,48550.215,49790.89,,
200,0.062068965517241385,-0.19978559200509077,21.2125,1.99875,47667.2025,52399.82,,
200,0.06896551724137932,-0.2111045848920826,20.965,2.0,51191.38875,49298.91625,,
200,0.07586206896551725,-0.2458063003721138,21.66625,1.9975,49328.64375,50376.35,,
200,0.08275862068965519,-0.25847405628132725,21.27,1.99375,49130.48,51723.9225,,
200,0.08965517241379312,-0.28062925723516696,21.48125,1.98875,51520.01625,49628.06625,,
200,0.09655172413793105,-0.30633320864599173,21.66625,1.97875,51710.85,49783.685,,
200,0.10344827586206898,-0.33224383589587797,21.45875,1.9725,49809.17375,50997.15375,,
200,0.11034482758620691,-0.35439438762682757,22.36375,1.95625,50113.4425,49636.45,,
200,0.11724137931034484,-0.3709679107704115,21.82375,1.945,49905.38375,48508.84,,
200,0.12413793103448277,-0.4012251850920775,21.965,1.93,50729.96375,49836.1875,,
200,0.1310344827586207,-0.4171743329857652,22.54625,1.9,50446.7675,50411.1475,,
200,0.13793103448275865,-0.43323385051386426,22.29125,1.88875,49341.145,49202.8575,,
200,0.14482758620689656,-0.4551495945004629,22.4275,1.82875,50546.25875,49588.8875,,
200,0.1517241379310345,-0.4823867612131847,22.4075,1.81375,49769.86125,48048.1275,,
200,0.15862068965517243,-0.5046340658768291,22.40625,1.72875,49513.11125,51008.77875,,
200,0.16551724137931037,-0.5275828582641325,22.17,1.66,49950.015,50092.72375,,
200,0.1724137931034483,-0.5275788605959907,22.195,1.64875,50166.93125,49124.92875,,
200,0.17931034482758623,-0.5554820408512423,22.12875,1.60375,49415.205,49433.94375,,
200,0.18620689655172415,-0.5687846496455687,21.39,1.51125,48719.1125,50940.50125,,
200,0.1931034482758621,-0.5987600831337627,21.00875,1.415,50180.81625,49382.78375,,
200,0.2,-0.596140428317757,20.88625,1.36125,50347.885,49886.485,,
200,0.20681818181818182,-0.6084233607905734,19.43,1.30875,50036.915,50064.6475,,
200,0.21363636363636365,-0.6110808898294526,19.38,1.2975,50144.5975,49998.52,,
200,0.22045454545454546,-0.6230597064968426,18.6025,1.23375,51516.4575,49588.07875,,
200,0.2272727272727273,-0.6299400496376848,17.59375,1.17125,50554.14,50374.6775,,
200,0.2340909090909091,-0.6332890898978316,17.145,1.1425,50089.87125,51172.36875,,
200,0.2409090909090909,-0.6368664378257509,16.7175,1.13625,48038.62875,50203.37875,,
200,0.24772727272727274,-0.6401714775935438,15.8475,1.0875,50298.28,48603.91875,,
