h,energy_0,energy_1,energy_2,energy_3,energy_4,energy_5,energy_6,energy_10,energy_20,energy_50,energy_150,energy_390
0.6122448979591836,0.00019229943013378663,-0.3043404899056746,-0.4566672909445212,-0.513108618042604,-0.5302003978650417,-0.5375521712142772,-0.5414711677748333,-0.5478875724368664,-0.5542829575624186,,,
0.6326530612244897,-3.689211277301085e-05,-0.3084364880943149,-0.45797268510851724,-0.5091427397581454,-0.5251570287707642,-0.5321166281332677,-0.5358180056557824,-0.5420636380570087,-0.5508155505027574,,,
0.6530612244897959,-0.00039025717768880863,-0.3137973238920622,-0.4591387963718106,-0.5047296646556984,-0.5193708405049463,-0.525934886700262,-0.5294881741048045,-0.5359461715211624,-0.5390213111395016,,,
0.673469387755102,5.4240590515470624e-05,-0.3171258913233598,-0.4584505958560893,-0.4999748111962105,-0.5138702116518021,-0.5203158439342495,-0.5238110985668232,-0.5297151550967579,-0.5401934578781251,,,
0.6938775510204082,8.635638431138889e-05,-0.3214431741150472,-0.45790933435609577,-0.4955863158059619,-0.5087431222972848,-0.5148167559028084,-0.518071739046016,-0.5246949605363714,-0.5257207733760645,,,
0.7142857142857142,-0.00021308919246772984,-0.3243867111556845,-0.4566302337272051,-0.49132630728579785,-0.5036662232710061,-0.50946048439707,-0.512643913688379,-0.5191434289198105,-0.5117727129098626,,,
0.7346938775510203,0.0003735998760085996,-0.32681796449210937,-0.45365168172506215,-0.4862221072324975,-0.4979574610820283,-0.5034623836130236,-0.5064292499904112,-0.5125100946558729,-0.5307830148965214,,,
0.7551020408163265,2.1277895257076463e-05,-0.3298223351343709,-0.4505427193876674,-0.4808086297362503,-0.4920428666832522,-0.4974214724112647,-0.5003582705361688,-0.5062758474438673,-0.5176232184223706,,,
0.7755102040816326,0.00039067687080004585,-0.3312096416202894,-0.44716748637925613,-0.4760695334909819,-0.4869626758176988,-0.4920629456127492,-0.49483216392992196,-0.5007302868743251,-0.5200431354683629,,,
0.7959183673469387,-0.00033166217606914677,-0.3328911532079371,-0.4436611178890547,-0.47159560943080286,-0.48205839391037314,-0.4869492916132911,-0.4895840789633331,-0.4952600472739736,-0.5120941247041754,,,
0.8163265306122448,-0.00021444473481786015,-0.3347223353347434,-0.43956834453594795,-0.46616701275590483,-0.4760504938522529,-0.48081562299610475,-0.48340704532786066,-0.4892826283494816,,,,
0.836734693877551,-2.190235333500577e-05,-0.33563534332004324,-0.43518890061861265,-0.46053381029501855,-0.47024604812116827,-0.47478260172772563,-0.47731450178841434,-0.4832606396219412,-0.5137117100352092,,,
0.8571428571428571,-0.00023068166207791256,-0.3360385596514756,-0.4304585491786043,-0.45497417998007267,-0.4645345626650507,-0.469041018222567,-0.47157984224157684,-0.47751323582492183,-0.46569631735664774,,,
0.8775510204081632,0.0002773907359795183,-0.33600123520628306,-0.4260868958359903,-0.44966240590102485,-0.4588424287338105,-0.4632432697179153,-0.46575785529323127,-0.47143506077242114,-0.4958120062441212,,,
0.8979591836734693,4.200113386155594e-05,-0.3366346909480121,-0.4214704033931025,-0.4441398629309811,-0.4529272562023861,-0.45717942716667354,-0.4595996502989614,-0.46543627647347086,,,,
0.9183673469387754,-0.0003811635992326032,-0.33546811559891926,-0.4164641521180393,-0.43845601602224615,-0.4471753429781691,-0.45129921391828753,-0.4536213654503675,-0.4596274593042984,-0.4880222063726553,,,
0.9387755102040816,0.00016347278776308868,-0.3353898063781439,-0.4116746000650253,-0.4326839527361067,-0.4409324466940221,-0.4448691589153477,-0.44722161219727263,-0.45218746542538096,-0.4476292240848617,,,
0.9591836734693877,0.00012767825106675112,-0.33343753942846543,-0.4068501426870062,-0.4270716235980495,-0.43511033247346403,-0.4389949837891916,-0.4412301308789797,-0.4468721684615834,,,,
0.9795918367346939,0.00019250363509569544,-0.3317543137572052,-0.402227638752729,-0.4216298995416519,-0.42936226358098795,-0.4330137390934809,-0.4351432046545444,-0.4405841089569059,,,,
1.0,-2.8372455728453474e-05,-0.32998421900507907,-0.39728276527989986,-0.41612196245949584,-0.42358423008630147,-0.4271744984109466,-0.4294370202938368,-0.43581889457349493,,,,
