c,h,energy,transient,seed_J,seed_x,n
1,0.020833333333333332,-0.6853770170932652,6.552301255230126,,54412.04184100418,80.0
1,0.041666666666666664,-0.6813564464492602,6.527196652719665,,51411.30962343096,80.0
1,0.0625,-0.6784005810628407,6.551867219917012,,49653.80497925311,80.0
1,0.08333333333333333,-0.6744179353356751,6.4875,,48899.458333333336,80.0
1,0.10416666666666666,-0.6684732679725467,6.619246861924686,,52630.610878661086,80.0
1,0.125,-0.6672328484416685,6.573221757322176,45186.0,52177.06276150628,80.0
1,0.14583333333333331,-0.6558027852631874,6.514644351464435,70950.0,50179.460251046024,80.0
1,0.16666666666666666,-0.6529761179328438,6.491596638655462,35819.0,48767.94957983193,80.0
1,0.1875,-0.6435819414754965,6.5125,38573.0,51801.25833333333,80.0
1,0.20833333333333331,-0.6433604546910893,6.473029045643154,42796.555555555555,49105.22821576764,80.0
1,0.22916666666666666,-0.6346055247906001,6.451882845188284,42972.52380952381,48772.03765690377,80.0
1,0.25,-0.6274683973522646,6.317991631799163,49197.380952380954,48210.573221757324,80.0
1,0.2708333333333333,-0.6200085539454282,6.330543933054393,42162.90476190476,52299.57740585774,80.0
1,0.29166666666666663,-0.6214510597998192,6.167364016736402,50177.87272727273,51335.51464435147,80.0
1,0.3125,-0.6115934440604739,6.062761506276151,46688.279411764706,48189.48953974895,80.0
1,0.3333333333333333,-0.6045945584826615,6.079497907949791,53610.892857142855,52398.3179916318,80.0
1,0.35416666666666663,-0.6010666962141014,6.033333333333333,49486.08910891089,49369.03333333333,80.0
1,0.375,-0.5915151562062368,5.941422594142259,46270.34482758621,48311.14225941423,80.0
1,0.3958333333333333,-0.5886700271211741,5.925311203319502,51696.65100671141,50213.883817427384,80.0
1,0.41666666666666663,-0.5840999275518133,5.655601659751038,50946.20231213873,50598.34854771784,80.0
1,0.4375,-0.5761642774313647,5.640167364016737,51196.847368421055,52207.67364016736,80.0
1,0.4583333333333333,-0.5682960197265149,5.651260504201681,51968.91981132075,52480.97478991596,80.0
1,0.47916666666666663,-0.5709238921375753,5.493723849372385,50274.728155339806,54249.824267782424,80.0
1,0.5,-0.5655391801597215,5.338912133891213,51298.479452054795,51587.58577405858,80.0
2,0.020833333333333332,-0.02189123665392743,6.523809523809524,56734.57142857143,51953.41904761905,80.0
2,0.041666666666666664,-0.0776335439236102,6.40952380952381,42894.4,52108.57619047619,80.0
2,0.0625,-0.09218482204787959,6.552380952380952,39281.08,50338.357142857145,80.0
2,0.08333333333333333,-0.13079529649744162,6.450236966824645,40991.529411764706,51534.31753554502,80.0
2,0.10416666666666666,-0.17906529812760713,6.544186046511628,43256.72,49075.1488372093,80.0
2,0.125,-0.20499098398008964,6.509345794392523,54349.72727272727,51122.08411214953,80.0
2,0.14583333333333331,-0.2294734254291753,6.441860465116279,47237.92307692308,55754.827906976745,80.0
2,0.16666666666666666,-0.24494842087093494,6.534562211981567,31411.636363636364,45642.912442396315,80.0
2,0.1875,-0.29066671076662226,6.430555555555555,57125.1,49332.00462962963,80.0
2,0.20833333333333331,-0.2795497289630557,6.546728971962617,50129.22222222222,47906.66355140187,80.0
2,0.22916666666666666,-0.33095400996255797,6.569444444444445,54245.9,53101.13425925926,80.0
2,0.25,-0.32336778501648555,6.4766355140186915,42938.6,52665.31775700935,80.0
2,0.2708333333333333,-0.3545112672381002,6.456221198156682,73821.0,49705.86175115207,80.0
2,0.29166666666666663,-0.36576041246363405,6.432558139534883,49790.666666666664,51442.16744186047,80.0
2,0.3125,-0.3889355577556434,6.381395348837209,34538.5,50471.66976744186,80.0
2,0.3333333333333333,-0.3735781049857302,6.362790697674418,61680.5,49616.846511627904,80.0
2,0.35416666666666663,-0.4007673940271836,6.404651162790698,19270.5,50866.409302325585,80.0
2,0.375,-0.3953373580782549,6.395348837209302,7759.0,49591.41860465116,80.0
2,0.3958333333333333,-0.40008295397220467,6.3023255813953485,,49920.71627906977,80.0
2,0.41666666666666663,-0.39909168902868386,6.285046728971962,,48857.32242990654,80.0
2,0.4375,-0.4119212917390173,6.296296296296297,,50725.72222222222,80.0
2,0.4583333333333333,-0.3952032033921845,6.122065727699531,,49132.36150234742,80.0
2,0.47916666666666663,-0.3848596034126329,6.05607476635514,,49860.17289719626,80.0
2,0.5,-0.40829110252166106,6.098130841121495,,48204.48598130841,80.0
